8,4,5.1697e-05
16,4,2.2213e-05
32,4,2.1202e-05
64,4,2.7051e-05
128,4,8.5729e-05
256,4,3.972e-05
8,32,5.7666e-05
16,32,6.2735e-05
32,32,5.97e-05
64,32,6.2233e-05
128,32,0.000111457
256,32,0.000145077
