16,2.81598,0.0569842
32,4.03132,0.0207241
64,4.7619,0.0102782
128,7.59795,0.00587962
256,9.65628,0.00284435
512,13.3461,0.00158539
1024,19.815,0.0039631
2048,28.0937,0.000364259
4096,39.6329,0.000136477
8192,55.5514,0.000134412
