2,1.34665e+06
4,1.47126e+09
8,8.3027e+09
16,3.03033e+10
32,5.17935e+10
64,5.61898e+10
128,2.89893e+10
256,1.72665e+11
512,1.99806e+11
1024,2.1527e+11
2048,2.18207e+11
4096,2.18905e+11
8192,2.12626e+11
16384,1.60275e+11
